MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
-0.5392589271630984,0.5053941867127075,-0.7979577634388045,-0.1286367253177533,0.4084326105638964,0.1371664403070383,-0.792106800988385,0.6087919603338188
-0.6086881762984897,0.7437684224456076,-0.8667450107305947,-0.1254298064758111,-0.4719713639683611,-0.0674935436960285,-0.7640156068154134,0.5488962742936724
0.906648612260756,-0.4481027562188925,0.1808022954353671,-0.0623282956229593,-0.1620197139575061,0.1269076699985758,-0.63292336734155,0.5538875814636869
-0.5734208549029537,0.5053941867127075,0.0261710974859815,-0.0677186294826865,-0.2158859551274838,-0.0587570156064282,1.6846001519285243,-0.7588262042494768
-0.7397562811863778,0.4259361081350742,0.0152244143237926,-0.1973004209669008,-0.4604916732272183,-0.0193354319413277,0.804409401175447,-0.5142521529188837
-0.4106121607590831,1.8561815225324745,-0.6016282150275855,-0.0687950326481416,-0.4772696827719654,-0.1006647287802788,1.0010477603862422,-1.43764397937111
1.4261309926376908,-0.2891865990636258,0.9196566353506652,-0.2072658081931837,0.5612008027344887,0.011529910153756,-0.8670166521163051,0.8733312403444559
3.653288657662362,-0.5275608347965259,1.420890806022294,-0.1323583348380331,-0.3253845437353072,0.0184569852340996,-0.8482891893343251,0.8783225475144634
5.858285811780286,1.3794330510666744,1.5257780535952226,-0.259529649629671,-0.8967199213906438,-0.0359420373718762,-0.7265606812514533,0.573852810143731
-0.0525698919046995,-0.2097285204859925,3.30381186355807,3.3189593111725393,-0.21941816766322,-0.0524662706341285,-0.6563326958190274,1.147853134695115
-0.2183263024637193,1.2205168939114075,0.1842138356400823,0.0061916633378225,-0.0640008160908255,-0.0412175391935225,1.1555493283375795,-1.3228439144608315
1.6718968487507628,-0.2097285204859925,0.3450929774852604,-0.2286075116660637,0.3475019443224463,-0.0403485281095604,0.785681938393467,-1.1930699280405168
0.6080344118475076,-1.322141620572859,0.1834643822225151,0.3101834352062811,-0.7095126569966231,-0.1061353911750036,-0.8155161294658593,0.8234181686443315
0.0914471100925945,-1.0837673848399594,0.2228646668844056,-0.1695197004890536,1.0627749828090347,0.1179588202439274,-1.3726581472297754,1.287609735455452
-0.7392299032551012,0.8232265010232409,-0.4885760631988324,-0.0017308048237843,-0.5487969866206243,-0.0951061833591784,0.4532694740133142,-1.163122085020451
1.421077764497435,-0.2097285204859925,0.3274795177190455,-0.2333477547932246,0.3951868135548855,-0.0448350918404097,-0.8763803835072967,0.6287571890138628
0.021228294060288,-1.957806249193926,-0.3720703941327024,0.2527642656797444,0.1461658297854806,-0.1229533426772517,1.1040488056871338,-1.3777482933309635
0.1442428165996434,-1.4015996991504929,0.0816262726263006,-0.2291201823652863,0.2433016745182272,0.0293039438819559,1.3662332846348575,-0.883608883499777
-0.4484587340178748,-0.3686446776412592,-0.5073430227850851,0.0060158693750895,0.1973829115536561,-0.0448304375850166,-0.6656964272100158,0.4939918954235405
-0.3815560989526114,0.3464780295574408,-0.198141391236233,0.0974510530391949,-0.9488200562927532,-0.0657532584480278,0.7903638040889611,-1.1880786208705094
-0.7626010834037849,0.3464780295574408,-0.451779959468492,-0.1743385386134687,-0.0481058596800124,-0.0305843722835395,-0.8201979951613534,0.6287571890138628
1.0774056131669043,-0.765935070529426,0.6921940844317953,-0.2548463686575761,-0.4251695478698559,-0.0218838905161553,0.537543056532226,-1.0682872487902166
3.1321218679053424,-0.6070189133741593,0.8566857368745646,-0.1576994273228578,2.846542313355835,0.0019676163715066,-0.8716985178117993,0.5938180388237821
-1.220760434786989,0.6643103438679743,-0.6136825627492923,-0.2449731549577364,0.3192442440365564,0.0384417022896233,0.930819774953813,-0.7089131325493524
